,TysonR,PepsicoR,NestleR,MondelezR,KweichowR,DiageoR,DanoneR,AnheuserR,day,month,year
1,0.014121745211774443,0.0019091833108102077,0.007678852698369284,-0.0011153928721389812,0.050559351209809755,0.012390401269763903,0.008623736731492231,0.0064835598773049586,4.0,1.0,2017.0
2,0.005185677475271174,-0.001336136930759244,0.023097053558343555,0.004454251308815642,-0.014800348720269604,0.011770982767604963,0.009695248435370393,0.014904594097571052,5.0,1.0,2017.0
3,-0.007551698426014498,-0.0014333960496859548,-0.0008158214266751863,0.0013325680592603895,0.01152708265594611,-0.004033582945936951,-0.0014727981093537474,-0.008179392898992747,6.0,1.0,2017.0
4,-0.010637676973403103,-0.010575792417531251,0.0009517503797084487,-0.008245565358550162,-0.006435307087692223,0.0015968257632270539,0.0070174758476674,9.426970278474002e-05,9.0,1.0,2017.0
5,-0.023253079605544305,-0.014506636377559183,0.0023074405791659236,-0.011703760883163255,0.001404847320711773,-0.006024266422818898,-0.004727383835384048,-0.004825570063510096,10.0,1.0,2017.0
6,0.004076004216576758,-0.001570338863318869,-0.005574094668293548,0.020171031950734462,-0.010223786801714135,0.009209793365513107,-0.00655739733424496,-0.002659418905869104,11.0,1.0,2017.0
7,0.003735200219399131,0.0002948991813544541,0.008822558180935549,-0.0040017027660821675,0.0046207762884037055,0.0043869302177755864,-0.0001643535030889602,0.007484988969379251,12.0,1.0,2017.0
8,0.00485125815004204,-0.0028517731335924324,-0.00013505166545716902,-0.0064809775414404235,-0.0063012306832029305,0.0033473412108326822,-0.004286216937687721,-0.0007554003720084548,13.0,1.0,2017.0
9,0.005309084370338928,0.006282629944864038,-0.008687506515478364,0.006703798527737021,0.012763520652126818,-0.008015106139444518,-0.009795208785795827,0.003677322652716093,17.0,1.0,2017.0
10,0.006717049061766774,0.005367453212915305,-0.0015008685600218243,0.002891188992443492,0.016412002819580634,0.003829197417311711,0.00033367244963880706,-0.008316754331728543,18.0,1.0,2017.0
11,-0.006396141154806177,-0.0037054167794129556,-0.007537829423283009,-0.009819509370473841,-0.001014412117586132,0.0008385675113001074,-0.004513227710667874,-0.004851888009566539,19.0,1.0,2017.0
12,0.003682859855872599,0.008560515489466939,0.005214128246399564,0.013587402392586021,0.0007608812402645451,-0.00027960523508756805,-0.007398569687699481,0.005041656546839128,20.0,1.0,2017.0
13,-0.013192072639576821,0.007430589848307487,0.00436980059329181,-0.007550287668418167,-0.010676717635787127,0.01268254278342999,-0.003381435638921282,0.008032831433822484,23.0,1.0,2017.0
14,0.009830162371951565,0.006707265944192287,-0.00013636197945985116,0.0015590201676851934,-0.0025943081510677204,0.005870098518586942,-0.002034067639851575,-0.0007531812419721323,24.0,1.0,2017.0
15,0.004320409464866174,-0.0009552824137356974,0.005978269299162484,0.003554880430205913,-0.007679831662325199,-0.0065142438548056935,0.0003393057643203476,0.0003766668571540794,25.0,1.0,2017.0
16,-0.014798479757647314,-0.00450288740387946,-0.012952540271422019,-0.010702602310850786,-0.009276902330010207,0.031708542668078675,-0.000678790094754543,-0.01317496923230889,26.0,1.0,2017.0
17,0.05792334559978118,0.009271144488707797,0.01119006562922474,-0.005619933313097519,0.007030541496946372,-0.002231925654678975,0.003220067691296587,0.004664313340758083,3.0,2.0,2017.0
18,-0.035173322808785705,-0.00515056015632215,-0.0033984642938274,-0.007921291603971594,0.0,0.0004468907725758638,-0.0020325136104067092,-0.002757877559793778,6.0,2.0,2017.0
19,0.023792265232274235,0.009896278356166374,-0.004366709506352566,-0.0018192238261516126,-0.009472565608333122,0.00783057655263714,0.004398612015962234,0.0036122164023401344,7.0,2.0,2017.0
20,0.006167973556962129,0.0007571921120758566,0.01963631533581779,0.012217428120906416,0.001832196771980068,0.010755680885230785,0.023522591281754143,0.004827557499668602,8.0,2.0,2017.0
21,0.005213084019549201,0.0026458504757166314,-0.008349168914084439,0.005158558257261212,0.009829169083495,0.0014895556311092409,-0.0033030875316906543,0.00433423315216786,9.0,2.0,2017.0
22,-0.0050595244247504416,0.0012258401289406994,-0.006375936521033035,0.006466727001330195,-0.0073048170484813,-0.003332848518554113,-0.006639025328170822,-0.0045232479529058595,10.0,2.0,2017.0
23,0.0036821548034699134,0.00395082604811491,-0.002316180951982794,0.0008888317229888369,0.01344230256510773,0.0025445223986126056,0.009942112859861425,0.008838861288873203,13.0,2.0,2017.0
24,-0.004604716159440767,0.003747972810024216,-0.008906157056244726,-0.0008888317229887275,0.0013143561879481258,-0.006152911387638723,-0.010275264400912412,0.01505186130692205,14.0,2.0,2017.0
