,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
12,1.9118418168707756e-05,1.8166043925771093e-05,2.659367585848456e-05,3.361959543721351e-05,1.6423392620681818e-05,6.55427774602307e-05,7.806733064473007e-05,0.00021160419462577668,7.891384375126564e-05,4.253811239928518e-05,4.440231460259737e-05,7.582926727249536e-05,0.00041301830795090666,0.00016659527932446174,0.00011268402319572315,8.05364703484018e-05,-1.9382927026865152e-05,-7.344720424177776e-06,3.980631231194638e-06,-4.352485999799089e-06,0.00011893086464670626,1.0082379028619955e-05,1.54475414342447e-05,2.1827221037069605e-05
13,0.00034968162165253307,0.0003409583489425454,0.00038354825906722145,0.00042616357466632507,0.00037229899316694866,7.366803385895983e-05,0.00010973667826191263,0.00036975032603397907,0.00037207462420428355,0.00032332575941475413,0.00029440230453790437,0.0002720314411879785,0.00017336264729407038,0.002344168670049532,0.0003283932485796696,0.00043825584635780553,0.00019290248902010181,0.00015536441771515322,0.00011847888629076063,0.00016020453430538363,0.00020661094787515313,0.00014966465547458312,0.00010328991393131784,0.00023859121830198943
14,0.00010371170377803002,0.00010071764555470036,0.00011296878743841854,0.00010954716752633756,0.00010892780258780878,3.868365110987831e-05,4.765789585776638e-05,0.00020192182634553275,0.00013482375905384604,0.00010940432640525916,0.00010944097731335464,0.0001480038262394509,0.00010780394290695015,0.0003019073469503871,0.0006456699218744258,0.00015281921547468898,7.522536260834218e-05,6.2022230654501e-05,5.578485995881294e-05,6.248596320744648e-05,0.00011933397757355031,7.115787381345421e-05,6.853680454663738e-05,0.00010594055350269892
15,0.0002527530871497305,0.00024975439853189746,0.0002771785530858919,0.00031640946176611414,0.000275091470482605,2.602765323547033e-05,4.542508359441388e-05,0.00022324334738015752,0.0002754201977005093,0.00024264600137035317,0.00020916343051058796,0.00016847994581759332,0.00010447978564844294,0.0005463545448577114,0.00020722652568004395,0.0007107665663674303,0.00011667244838178939,9.717327027748663e-05,6.900710989091212e-05,9.942633904413822e-05,0.0001234071496723932,8.202708057363969e-05,4.675356844854317e-05,0.00014001328492006725
16,0.00014887551113917488,0.00013916798018181445,0.00015700471534386233,0.000154203424853424,0.00015122614043586158,1.3595895902633336e-05,3.0226830309916696e-05,1.8375001457392562e-05,7.649669717185244e-05,9.035268583244295e-05,9.843248454109794e-05,9.678985142196334e-05,-2.1021122357717987e-05,0.00020103956302552163,8.52763352381524e-05,9.753605145760732e-05,0.0004505523046151889,0.00011319440111763704,8.481937863621982e-05,0.00011467092444796243,1.1652481071265227e-05,0.00011151367455350115,8.536096550111201e-05,0.00015334958417735785
17,0.0001378520478115195,0.0001300261590309865,0.00014543271265961762,0.00014275674652169324,0.00014183416184745067,8.516852243367379e-06,2.1431478983078425e-05,2.8782368296578585e-05,8.128857229092396e-05,9.117226848750951e-05,9.585813239472504e-05,9.627883742863096e-05,-1.0018597890632267e-05,0.00020365280652610775,8.843145234112388e-05,0.00010217362801099767,0.00014237052403614727,0.0002086439439333603,7.65680030094138e-05,0.00010259377890077229,1.831152170157993e-05,9.916009543318e-05,7.706587698881361e-05,0.00013762868418340515
18,8.82192635371012e-05,8.262036089241494e-05,9.288005210573605e-05,8.707324337480621e-05,8.960763766872305e-05,1.1886095667774524e-05,2.0802060450097136e-05,3.863047991864228e-05,5.4388707575571846e-05,5.888554971226483e-05,6.52960327310992e-05,7.666713348071081e-05,4.994155171518486e-06,0.0001428427524083272,7.315670426254076e-05,6.673662564532578e-05,9.812250641465075e-05,7.04248173576807e-05,0.00012441662838768563,7.093626851634121e-05,2.4307682112708828e-05,7.20995879792965e-05,6.0012162138318045e-05,9.904981493575268e-05
19,0.0001444706833202431,0.00013536609168121852,0.0001536326014032354,0.00015491022051312175,0.00014677958192531594,2.0891595582755982e-05,3.8731564779384825e-05,4.104746898200369e-05,8.401380207240496e-05,9.210270405086728e-05,9.81654056774516e-05,9.483524711996706e-05,-5.948925804268963e-06,0.00021041811912881776,8.92711927254008e-05,0.00010475214801402693,0.00014451666932986383,0.00010279938568615916,7.727863154961655e-05,0.00021432812344336942,2.343195943675307e-05,0.00010226300516695052,7.689620376738543e-05,0.00014251783137374685
20,4.801436671082424e-05,4.46617841177139e-05,5.752222839059279e-05,6.542950802918579e-05,4.4786969883127324e-05,7.354667753551421e-05,9.129332616651198e-05,0.00021866386112514828,9.208937984649129e-05,5.7827911861317195e-05,6.218501955087238e-05,9.202396456235682e-05,0.00012144615153759083,0.00020274477554261335,0.00012737406128438507,9.713814852701838e-05,1.0971627329206118e-05,1.3708247595844457e-05,1.9784389025346346e-05,1.7506390762871105e-05,0.0003872962654503317,3.193287195203681e-05,3.1183213870809296e-05,5.1897738716226645e-05
21,0.00012631584503174293,0.00011598089594064693,0.00013479278296418479,0.00013124752870454073,0.00012387775328494998,4.0768569492358266e-05,6.196836492505673e-05,7.410865878033752e-05,7.110367196309967e-05,7.488556269724635e-05,8.885882550422266e-05,0.00010270213167268429,1.3676130758099956e-05,0.00019508623875654792,0.00010089064220198417,8.576652189802842e-05,0.00013947353612982504,9.860648631772781e-05,7.795122086902146e-05,0.00010148868048675812,4.241788625299365e-05,0.00021958612590673298,8.537538757742797e-05,0.00014611491767577633
22,5.892319408170789e-05,5.3842793632894304e-05,6.049308901462658e-05,4.400957293058143e-05,5.764504382584713e-05,1.4421877193290207e-05,1.9778414048525483e-05,5.214593252748016e-05,3.501974831086588e-05,3.814841734913694e-05,5.0953031302558925e-05,8.498050979139485e-05,1.758679926084584e-05,0.00011300366112121099,8.156033271510434e-05,4.1030094818138345e-05,8.960870828449277e-05,6.43217550353532e-05,5.4457365273258286e-05,6.405177481390527e-05,3.476635257751014e-05,7.165721110408554e-05,0.0001773591752816187,9.504945646549598e-05
23,0.00017241194770316242,0.00015970825375090126,0.00018525910974414412,0.00018724936554604646,0.0001710730821930366,5.4551131613178296e-05,8.303406068389941e-05,0.00011027590829356492,0.00010909125235242313,0.00010962338251252748,0.0001227687952838209,0.0001318474156736129,2.6494566984424777e-05,0.0002783043503972865,0.00013441517945274268,0.0001310050217381576,0.00017163444217039382,0.00012247167580586792,9.583010456902539e-05,0.00012656872793581216,6.169040677500424e-05,0.00013075331631135303,0.00010133992524049112,0.0004296480911612985
