,BroadcommP,IntelP,MicroCP,MicronP,QualcomP,SamsungP,SKP,SMICP,day,month,year
1,-0.007146534694615387,-0.005204484498750259,-0.00046970713057467074,-0.008461409742536266,0.0010699415995450194,-0.008810709766524533,-0.01600019921145645,0.0034482792789159236,4.0,1.0,2017.0
2,-0.01588196462206063,-0.0016491414281557214,-0.019460994341749256,-0.011243556597074832,0.0012210659034882659,-0.01673197700934311,0.009630753457670865,-0.010380716054560741,5.0,1.0,2017.0
3,0.013167478302674689,0.003569845741223205,0.017264875141769522,-0.003170952049337287,-0.00030506363145490936,0.017837679475619837,0.022117840290502906,0.008658062743114531,6.0,1.0,2017.0
4,0.0021496127379866986,0.0035571157457717556,0.011553598811361537,0.013519683277224576,0.0018297251112338524,0.027786840092059256,0.031781306949675875,-0.044059989794030543,9.0,1.0,2017.0
5,0.020138255656680242,-0.0019137514504521994,0.006652633273668352,0.006247295994012822,-0.0003050127653826389,0.0005377148714942162,0.004028144561850348,0.008968669982760316,10.0,1.0,2017.0
6,-0.006389147449994524,0.011157800823509213,0.024824324062465982,0.013695769328021372,0.007135947243473491,0.027544028208949155,0.03651117959571947,-0.030827463795259483,11.0,1.0,2017.0
7,-0.0031258048546205946,-0.006516052270377763,0.0,-0.021286851588207794,0.0003026299029604842,0.013492317868548787,-0.019569977315128956,-0.011111225425070722,12.0,1.0,2017.0
8,0.008850088745377646,0.0021768012148225277,-0.0021080898792981122,-0.005843925380283785,0.011428514531696424,-0.035146343969195255,-0.005946663321187343,0.0018604656529196708,13.0,1.0,2017.0
9,-0.007453364578635766,0.0002715164621770248,-0.021175330528929257,-0.02003717598859779,-0.04105224270925882,-0.013437411946133144,-0.020080874961276963,0.027499441360550526,17.0,1.0,2017.0
10,0.032463563898598974,-0.0010871361842222493,0.023584447487778024,0.026329350961756204,0.014537672697772442,-0.0005414836463541309,-0.009169741143943366,-0.0164087546663921,18.0,1.0,2017.0
11,0.0029142084816646888,-0.005182149109111591,-0.01225518818126414,-0.0277104351458457,-0.010650639768629462,0.014512622888880337,0.015236406015406741,0.0036697288889624017,19.0,1.0,2017.0
12,0.02931413689450818,0.010066699487627492,0.0187003745106783,0.011449719987066781,-0.024506467734674388,-0.007498718586918785,-0.00911394060011863,-0.011049836186584935,20.0,1.0,2017.0
13,-0.0004188111243874225,-0.004612404489568759,0.001492987163594413,-0.003192646625427574,-0.1360790095423868,0.02285495679117623,0.0330194522094959,-0.009302392662313674,23.0,1.0,2017.0
14,0.03473021542483788,0.022853374656343278,0.012895739601244731,0.04292132794457389,0.0021840910157461344,0.002624179243677988,0.01562533911675282,0.034897939851277246,24.0,1.0,2017.0
15,0.023637426794784807,0.004773215808372,0.01345833768423721,0.03059910569127358,0.03396198627060876,0.03197798163079785,0.0019359996980312726,-0.014545711002378751,25.0,1.0,2017.0
16,0.008312058641811263,-0.006369456379403486,-0.01744266287341654,-0.0016990946111581676,-0.05138592059007595,0.012610301622121482,0.030478751210965792,-0.018484814674102987,26.0,1.0,2017.0
17,-0.0023539454346036427,-0.02807971916340553,0.011467498022411638,0.05097435934942976,-0.016791319640675668,-0.019742525405282534,0.013047605043562026,-0.0264665731881634,1.0,2.0,2017.0
18,0.00176586108207816,0.004371796962196639,0.005394084456119499,0.0016148040500014657,-0.009261791136271612,0.006116427269220843,-0.022472767331439783,0.007633624855071205,2.0,2.0,2017.0
19,0.010287673274871624,0.0027414931705619545,0.009405957945415253,-0.007693976997545648,0.006058373106398035,0.0025373868898992467,0.016901724433839783,0.01134227660393451,3.0,2.0,2017.0
20,0.0019383307905104033,-0.006868697950778251,-0.003751785813721632,-0.010625377888193004,-0.0018891105129072213,0.0025308506591077847,0.0,0.02046583059229104,6.0,2.0,2017.0
21,-0.003151951967060856,0.0022033374716424344,0.006484639698468305,0.01062537788819301,0.007347874849634438,-0.018882807176389745,-0.007476562145962063,0.03082746379525951,7.0,2.0,2017.0
22,0.004748023642214793,0.0008248598546244947,0.05830660211643845,-0.015980643616254418,-0.007158977330332309,-0.010878269884984533,0.024097436800095524,0.021202207650602906,8.0,2.0,2017.0
23,-0.0075200380295883645,-0.02561402385258851,-0.0396654098532499,0.00986457613030229,-0.0001888975193022258,0.0,-0.03541830678285856,-0.007017572658646535,9.0,2.0,2017.0
24,0.0008761341928829722,-0.0033898385812800662,-0.0004228739858800331,-0.0164954254819825,0.020958678039324084,-0.001042145565213521,-0.0525925068583815,-0.007067167223092443,10.0,2.0,2017.0
25,0.005773837572740158,0.012932295510430432,-0.003390831385589426,-0.006256500955095869,0.017075441201665837,-0.010482105650425348,0.013902871201051721,0.014084739881739023,13.0,2.0,2017.0
26,-0.006698501551062614,0.0036249631101105168,0.001696991316707738,-0.03318039955211808,0.009962911862068418,-0.010060958440346572,-0.04539359632909765,-0.012313260233356901,14.0,2.0,2017.0
27,0.003209211435795409,0.0033343304946608105,0.015699950209117568,-0.00433458578145064,0.01804122364688225,0.003718594724587303,-0.01141675639867126,-0.056429892186246146,15.0,2.0,2017.0
28,0.01057532315279702,0.00993657919426144,0.002387239807025121,-0.001739161370401983,0.006880086903524343,0.007921629937856283,0.03487525673273472,-0.0037523496185503527,16.0,2.0,2017.0
29,0.010655152390110292,0.0019205117710383273,-0.0004185902151345128,0.01597279596980843,-0.007411488157055999,-0.004216931263414311,0.016000446483348967,-0.009442940800282183,17.0,2.0,2017.0
30,0.011059356081336744,0.0010956829778782924,0.011098822224587886,0.017827225060842392,0.005123332770613756,0.02812653470667993,0.009871771112996707,-0.030830958337657696,21.0,2.0,2017.0
31,0.0066058297211144265,-0.01239821618130404,0.007696712716921326,-0.0008418080107359984,0.006148360435784814,0.009202876916534042,-0.005911344185344554,0.03650741634246292,22.0,2.0,2017.0
32,-0.016857905400801364,0.0030449626405641577,-0.004528368442969079,-0.011433416588609361,0.0007002930223318545,-0.003058147894012939,-0.00793668512153194,-0.013295542481244501,23.0,2.0,2017.0
